product_id,product_name,product_features,discount(%),price(INR),rating
1566,Lenovo Smartwatch Model 1566,"GPS, LCD Display",47,67921,4.5
1567,Lenovo Mobile Model 1567,"50MP Camera, 5000mAh Battery, 5G",21,62379,4.1
1568,Dell Mobile Model 1568,"50MP Camera, 6000mAh Battery, 5G",14,129844,4.5
1569,Acer Laptop Model 1569,"Ryzen 5, 32GB RAM, 512GB SSD",36,100814,4.9
1570,Dell Mobile Model 1570,"64MP Camera, 4000mAh Battery, 5G",21,144422,4.5
1571,Apple Laptop Model 1571,"Ryzen 7, 8GB RAM, 512GB SSD",40,87617,4.2
1572,OnePlus Laptop Model 1572,"Ryzen 5, 8GB RAM, 512GB SSD",23,19922,3.0
1573,Asus Smartwatch Model 1573,"GPS, AMOLED Display",15,96500,4.4
1574,OnePlus Laptop Model 1574,"i7, 16GB RAM, 1TB SSD",8,128856,3.4
1575,Samsung Mobile Model 1575,"64MP Camera, 6000mAh Battery, 5G",26,137398,3.2
1576,Samsung Mobile Model 1576,"50MP Camera, 5000mAh Battery, 5G",15,36704,4.6
1577,Dell Smartwatch Model 1577,"Heart Rate, LCD Display",11,14664,4.5
1578,Dell Mobile Model 1578,"108MP Camera, 5000mAh Battery, 5G",47,102829,3.1
1579,Xiaomi Mobile Model 1579,"108MP Camera, 4000mAh Battery, 5G",40,15655,4.5
1580,Asus Laptop Model 1580,"Ryzen 5, 16GB RAM, 256GB SSD",18,61098,3.4
1581,OnePlus Smartwatch Model 1581,"Heart Rate, AMOLED Display",33,90079,4.5
1582,OnePlus Smartwatch Model 1582,"Heart Rate, AMOLED Display",33,86572,4.9
1583,Sony Mobile Model 1583,"108MP Camera, 4000mAh Battery, 5G",29,103608,4.8
1584,Dell Laptop Model 1584,"i7, 8GB RAM, 1TB SSD",11,103377,3.7
1585,Dell Smartwatch Model 1585,"SpO2, LCD Display",35,101300,3.8
1586,Xiaomi Laptop Model 1586,"Ryzen 7, 32GB RAM, 1TB SSD",40,61044,4.8
1587,Apple Smartwatch Model 1587,"GPS, AMOLED Display",34,78475,4.9
1588,Xiaomi Mobile Model 1588,"108MP Camera, 6000mAh Battery, 5G",37,53329,4.1
1589,Xiaomi Mobile Model 1589,"50MP Camera, 4000mAh Battery, 5G",46,77400,4.1
1590,Sony Smartwatch Model 1590,"Heart Rate, AMOLED Display",22,141853,3.7
1591,Acer Smartwatch Model 1591,"SpO2, LCD Display",16,86271,4.8
1592,OnePlus Mobile Model 1592,"50MP Camera, 6000mAh Battery, 5G",15,19042,4.6
1593,Acer Laptop Model 1593,"i7, 8GB RAM, 1TB SSD",18,56964,3.9
1594,Samsung Laptop Model 1594,"Ryzen 7, 8GB RAM, 256GB SSD",38,134088,4.7
1595,Xiaomi Smartwatch Model 1595,"SpO2, AMOLED Display",15,63941,4.2
1596,HP Smartwatch Model 1596,"SpO2, LCD Display",11,16481,4.9
1597,Acer Smartwatch Model 1597,"Heart Rate, LCD Display",29,14723,3.4
1598,Acer Mobile Model 1598,"50MP Camera, 5000mAh Battery, 5G",36,96971,4.9
1599,Apple Smartwatch Model 1599,"SpO2, AMOLED Display",45,83629,4.8
1600,Lenovo Laptop Model 1600,"i5, 32GB RAM, 256GB SSD",12,68235,3.4
1601,Samsung Laptop Model 1601,"i7, 8GB RAM, 1TB SSD",7,58505,4.4
1602,OnePlus Mobile Model 1602,"108MP Camera, 4000mAh Battery, 5G",43,103971,4.7
1603,Sony Laptop Model 1603,"Ryzen 7, 32GB RAM, 512GB SSD",19,134703,3.2
1604,Asus Smartwatch Model 1604,"Heart Rate, AMOLED Display",23,119782,3.7
1605,Asus Laptop Model 1605,"Ryzen 5, 32GB RAM, 1TB SSD",46,95311,5.0
1606,Dell Smartwatch Model 1606,"Heart Rate, AMOLED Display",22,99619,4.4
1607,Acer Laptop Model 1607,"i5, 32GB RAM, 256GB SSD",7,117322,3.9
1608,Asus Laptop Model 1608,"Ryzen 5, 16GB RAM, 512GB SSD",23,110911,4.0
1609,HP Smartwatch Model 1609,"GPS, LCD Display",36,46996,3.4
1610,HP Laptop Model 1610,"i7, 8GB RAM, 512GB SSD",22,126215,3.3
1611,Sony Smartwatch Model 1611,"GPS, LCD Display",7,49594,4.6
1612,Samsung Laptop Model 1612,"Ryzen 7, 16GB RAM, 256GB SSD",35,32250,4.0
1613,Xiaomi Mobile Model 1613,"50MP Camera, 5000mAh Battery, 5G",47,113584,4.3
1614,OnePlus Mobile Model 1614,"108MP Camera, 5000mAh Battery, 5G",35,12387,3.2
1615,HP Laptop Model 1615,"Ryzen 7, 8GB RAM, 512GB SSD",40,41695,4.1
1616,Sony Smartwatch Model 1616,"GPS, LCD Display",13,49021,4.6
1617,Apple Mobile Model 1617,"64MP Camera, 4000mAh Battery, 5G",13,147780,3.4
1618,Sony Mobile Model 1618,"108MP Camera, 4000mAh Battery, 5G",35,97617,4.3
1619,Dell Mobile Model 1619,"50MP Camera, 5000mAh Battery, 5G",37,12144,4.5
1620,OnePlus Laptop Model 1620,"i5, 32GB RAM, 256GB SSD",31,48475,3.9
1621,Dell Smartwatch Model 1621,"SpO2, LCD Display",35,31200,4.2
1622,Lenovo Mobile Model 1622,"50MP Camera, 5000mAh Battery, 5G",34,77940,3.4
1623,Sony Laptop Model 1623,"Ryzen 7, 16GB RAM, 512GB SSD",9,45015,4.5
1624,Xiaomi Mobile Model 1624,"108MP Camera, 5000mAh Battery, 5G",34,146887,3.2
1625,Asus Laptop Model 1625,"Ryzen 7, 32GB RAM, 1TB SSD",13,110652,3.1
1626,Sony Mobile Model 1626,"50MP Camera, 4000mAh Battery, 5G",42,23238,3.2
1627,Acer Smartwatch Model 1627,"GPS, LCD Display",32,12772,3.6
1628,HP Smartwatch Model 1628,"GPS, LCD Display",7,109432,3.8
1629,Asus Smartwatch Model 1629,"Heart Rate, LCD Display",25,105325,3.4
1630,Dell Laptop Model 1630,"Ryzen 5, 8GB RAM, 1TB SSD",15,28817,4.0
1631,Sony Smartwatch Model 1631,"Heart Rate, LCD Display",33,75618,3.1
1632,Xiaomi Laptop Model 1632,"Ryzen 7, 32GB RAM, 256GB SSD",40,38847,3.7
1633,Samsung Mobile Model 1633,"50MP Camera, 5000mAh Battery, 5G",15,104805,3.7
1634,Lenovo Smartwatch Model 1634,"GPS, LCD Display",46,97120,4.8
1635,Apple Mobile Model 1635,"50MP Camera, 6000mAh Battery, 5G",9,65260,3.3
1636,Samsung Mobile Model 1636,"64MP Camera, 4000mAh Battery, 5G",29,106006,4.2
1637,Acer Mobile Model 1637,"108MP Camera, 4000mAh Battery, 5G",47,90172,4.5
1638,Lenovo Laptop Model 1638,"i7, 8GB RAM, 512GB SSD",46,98840,3.4
1639,HP Laptop Model 1639,"i7, 16GB RAM, 256GB SSD",7,90607,3.4
1640,Xiaomi Smartwatch Model 1640,"SpO2, AMOLED Display",26,128591,4.3
1641,Samsung Laptop Model 1641,"i5, 32GB RAM, 512GB SSD",13,26567,4.4
1642,Xiaomi Laptop Model 1642,"i7, 32GB RAM, 1TB SSD",37,71893,3.6
1643,Dell Smartwatch Model 1643,"Heart Rate, LCD Display",13,13920,4.4
1644,Samsung Laptop Model 1644,"Ryzen 7, 16GB RAM, 1TB SSD",19,138793,4.1
1645,OnePlus Mobile Model 1645,"50MP Camera, 4000mAh Battery, 5G",9,79263,4.3
1646,Dell Laptop Model 1646,"i7, 16GB RAM, 512GB SSD",20,33383,3.4
1647,Acer Mobile Model 1647,"64MP Camera, 4000mAh Battery, 5G",17,11247,4.8
1648,Dell Smartwatch Model 1648,"Heart Rate, AMOLED Display",7,61242,3.4
1649,HP Smartwatch Model 1649,"Heart Rate, AMOLED Display",20,123123,3.5
1650,Sony Mobile Model 1650,"50MP Camera, 5000mAh Battery, 5G",22,63996,3.8
1651,Dell Mobile Model 1651,"64MP Camera, 5000mAh Battery, 5G",5,133167,4.0
1652,HP Mobile Model 1652,"50MP Camera, 4000mAh Battery, 5G",43,98368,4.6
1653,Acer Laptop Model 1653,"Ryzen 7, 16GB RAM, 256GB SSD",10,90709,3.8
1654,Lenovo Mobile Model 1654,"108MP Camera, 6000mAh Battery, 5G",15,31637,4.5
1655,Lenovo Mobile Model 1655,"108MP Camera, 6000mAh Battery, 5G",8,14246,3.9
1656,HP Smartwatch Model 1656,"Heart Rate, LCD Display",24,102564,3.0
1657,Asus Mobile Model 1657,"108MP Camera, 6000mAh Battery, 5G",10,51214,3.3
1658,Samsung Mobile Model 1658,"108MP Camera, 4000mAh Battery, 5G",7,125274,5.0
1659,OnePlus Mobile Model 1659,"50MP Camera, 6000mAh Battery, 5G",21,139426,3.9
1660,Xiaomi Smartwatch Model 1660,"SpO2, LCD Display",41,11517,4.6
1661,Dell Smartwatch Model 1661,"Heart Rate, LCD Display",19,140335,4.3
1662,Acer Laptop Model 1662,"Ryzen 7, 32GB RAM, 1TB SSD",22,27577,3.9
1663,Sony Smartwatch Model 1663,"GPS, AMOLED Display",27,17946,4.1
1664,Sony Laptop Model 1664,"i7, 16GB RAM, 512GB SSD",19,119206,4.8
1665,Apple Mobile Model 1665,"108MP Camera, 6000mAh Battery, 5G",25,100734,3.6
1666,Samsung Mobile Model 1666,"64MP Camera, 5000mAh Battery, 5G",35,35018,4.8
1667,OnePlus Laptop Model 1667,"i5, 16GB RAM, 256GB SSD",19,105680,3.4
1668,Asus Mobile Model 1668,"108MP Camera, 5000mAh Battery, 5G",40,138959,4.2
1669,Samsung Smartwatch Model 1669,"GPS, AMOLED Display",42,39383,5.0
1670,Dell Laptop Model 1670,"Ryzen 5, 32GB RAM, 512GB SSD",13,29492,4.2
1671,Asus Smartwatch Model 1671,"Heart Rate, AMOLED Display",11,94828,4.4
1672,Dell Laptop Model 1672,"i5, 8GB RAM, 1TB SSD",17,32525,4.3
1673,Apple Smartwatch Model 1673,"Heart Rate, AMOLED Display",11,148222,3.7
1674,Sony Mobile Model 1674,"64MP Camera, 6000mAh Battery, 5G",5,5961,3.5
1675,Acer Laptop Model 1675,"i5, 32GB RAM, 512GB SSD",30,86417,3.5
1676,Acer Laptop Model 1676,"Ryzen 5, 32GB RAM, 1TB SSD",13,52983,4.4
1677,HP Laptop Model 1677,"i7, 8GB RAM, 1TB SSD",26,146787,4.8
1678,HP Mobile Model 1678,"50MP Camera, 4000mAh Battery, 5G",19,137876,3.6
1679,OnePlus Mobile Model 1679,"50MP Camera, 4000mAh Battery, 5G",23,125435,4.5
1680,Samsung Smartwatch Model 1680,"GPS, LCD Display",48,86117,4.8
1681,Xiaomi Laptop Model 1681,"i5, 16GB RAM, 256GB SSD",19,128379,3.4
1682,Acer Laptop Model 1682,"Ryzen 5, 16GB RAM, 1TB SSD",32,141177,3.5
1683,Acer Laptop Model 1683,"Ryzen 5, 32GB RAM, 1TB SSD",8,142209,4.5
1684,Asus Smartwatch Model 1684,"GPS, LCD Display",38,36176,3.9
1685,Asus Mobile Model 1685,"108MP Camera, 5000mAh Battery, 5G",23,10273,4.1
1686,Apple Laptop Model 1686,"Ryzen 5, 16GB RAM, 256GB SSD",8,97856,4.9
1687,Lenovo Mobile Model 1687,"108MP Camera, 6000mAh Battery, 5G",23,6252,4.6
1688,Lenovo Mobile Model 1688,"50MP Camera, 6000mAh Battery, 5G",18,81694,4.1
1689,Samsung Smartwatch Model 1689,"SpO2, AMOLED Display",44,66980,4.5
1690,Asus Smartwatch Model 1690,"Heart Rate, LCD Display",22,129779,4.4
1691,Lenovo Laptop Model 1691,"Ryzen 7, 32GB RAM, 256GB SSD",9,18098,4.5
1692,OnePlus Mobile Model 1692,"64MP Camera, 6000mAh Battery, 5G",38,66482,3.4
1693,Asus Smartwatch Model 1693,"GPS, AMOLED Display",36,70302,4.1
1694,Lenovo Mobile Model 1694,"50MP Camera, 5000mAh Battery, 5G",14,116610,3.6
1695,Asus Laptop Model 1695,"Ryzen 7, 8GB RAM, 1TB SSD",29,25725,4.9
1696,Sony Mobile Model 1696,"108MP Camera, 4000mAh Battery, 5G",37,82387,4.3
1697,Dell Mobile Model 1697,"64MP Camera, 6000mAh Battery, 5G",13,86314,3.1
1698,Dell Mobile Model 1698,"50MP Camera, 4000mAh Battery, 5G",38,67287,4.9
1699,Samsung Mobile Model 1699,"64MP Camera, 6000mAh Battery, 5G",18,136528,4.3
1700,Lenovo Mobile Model 1700,"108MP Camera, 4000mAh Battery, 5G",28,123334,4.1
1701,Acer Smartwatch Model 1701,"GPS, LCD Display",39,74085,3.4
1702,Samsung Laptop Model 1702,"Ryzen 7, 16GB RAM, 1TB SSD",34,119740,4.1
1703,Apple Smartwatch Model 1703,"Heart Rate, LCD Display",26,137544,4.1
1704,OnePlus Laptop Model 1704,"i5, 8GB RAM, 256GB SSD",12,38330,3.3
1705,OnePlus Mobile Model 1705,"108MP Camera, 5000mAh Battery, 5G",40,88115,3.4
1706,Sony Mobile Model 1706,"50MP Camera, 5000mAh Battery, 5G",50,13988,4.0
1707,Sony Laptop Model 1707,"i5, 16GB RAM, 512GB SSD",20,5079,3.8
1708,Samsung Laptop Model 1708,"i5, 8GB RAM, 256GB SSD",20,99601,3.0
1709,Samsung Mobile Model 1709,"50MP Camera, 5000mAh Battery, 5G",14,16077,3.2
1710,Sony Laptop Model 1710,"Ryzen 5, 8GB RAM, 512GB SSD",50,102489,3.4
1711,Apple Laptop Model 1711,"i5, 16GB RAM, 256GB SSD",25,87422,4.4
1712,HP Laptop Model 1712,"Ryzen 7, 8GB RAM, 1TB SSD",44,24081,3.1
1713,Xiaomi Laptop Model 1713,"i7, 16GB RAM, 1TB SSD",43,123744,3.2
1714,HP Laptop Model 1714,"Ryzen 7, 32GB RAM, 512GB SSD",33,36520,3.5
1715,Dell Smartwatch Model 1715,"SpO2, LCD Display",50,74474,4.4
1716,Asus Laptop Model 1716,"Ryzen 7, 32GB RAM, 512GB SSD",23,115802,4.3
1717,Xiaomi Smartwatch Model 1717,"Heart Rate, AMOLED Display",9,25521,3.4
1718,Xiaomi Laptop Model 1718,"i5, 8GB RAM, 1TB SSD",30,26755,4.2
1719,Apple Laptop Model 1719,"i7, 32GB RAM, 512GB SSD",12,84840,3.1
1720,Sony Mobile Model 1720,"50MP Camera, 5000mAh Battery, 5G",30,38001,3.8
1721,Dell Laptop Model 1721,"Ryzen 7, 32GB RAM, 512GB SSD",19,123584,3.6
1722,OnePlus Laptop Model 1722,"i7, 32GB RAM, 512GB SSD",37,69931,3.6
1723,Samsung Laptop Model 1723,"Ryzen 5, 32GB RAM, 256GB SSD",45,142098,3.5
1724,Sony Mobile Model 1724,"64MP Camera, 5000mAh Battery, 5G",17,114264,3.3
1725,Acer Laptop Model 1725,"i5, 8GB RAM, 512GB SSD",14,78478,3.8
1726,OnePlus Smartwatch Model 1726,"SpO2, AMOLED Display",33,110228,4.6
1727,OnePlus Smartwatch Model 1727,"GPS, AMOLED Display",34,115246,4.5
1728,Lenovo Mobile Model 1728,"50MP Camera, 5000mAh Battery, 5G",30,34326,4.5
1729,HP Mobile Model 1729,"50MP Camera, 6000mAh Battery, 5G",5,17261,3.8
1730,OnePlus Laptop Model 1730,"Ryzen 7, 8GB RAM, 512GB SSD",18,123659,4.3
1731,Acer Mobile Model 1731,"50MP Camera, 4000mAh Battery, 5G",35,76121,3.8
1732,HP Smartwatch Model 1732,"SpO2, LCD Display",37,28289,4.4
1733,Lenovo Mobile Model 1733,"64MP Camera, 4000mAh Battery, 5G",6,70878,4.0
1734,Xiaomi Laptop Model 1734,"Ryzen 5, 16GB RAM, 512GB SSD",22,21965,3.3
1735,Asus Mobile Model 1735,"50MP Camera, 4000mAh Battery, 5G",33,40422,3.1
1736,Acer Mobile Model 1736,"64MP Camera, 6000mAh Battery, 5G",16,68960,4.6
1737,Asus Mobile Model 1737,"50MP Camera, 5000mAh Battery, 5G",10,126144,4.4
1738,Asus Mobile Model 1738,"64MP Camera, 5000mAh Battery, 5G",32,92265,4.8
1739,Asus Laptop Model 1739,"i5, 16GB RAM, 1TB SSD",18,78101,3.9
1740,Lenovo Smartwatch Model 1740,"Heart Rate, AMOLED Display",34,52128,3.4
1741,OnePlus Laptop Model 1741,"i5, 16GB RAM, 512GB SSD",8,41356,3.5
1742,Xiaomi Mobile Model 1742,"64MP Camera, 4000mAh Battery, 5G",24,64502,4.9
1743,HP Mobile Model 1743,"50MP Camera, 5000mAh Battery, 5G",12,109173,3.8
1744,Asus Laptop Model 1744,"Ryzen 5, 32GB RAM, 256GB SSD",49,99994,4.5
1745,Lenovo Smartwatch Model 1745,"GPS, AMOLED Display",41,90854,4.7
1746,Samsung Smartwatch Model 1746,"SpO2, LCD Display",19,18668,4.4
1747,Xiaomi Mobile Model 1747,"50MP Camera, 6000mAh Battery, 5G",16,72725,3.9
1748,Lenovo Mobile Model 1748,"108MP Camera, 6000mAh Battery, 5G",13,13018,4.1
1749,Apple Mobile Model 1749,"108MP Camera, 6000mAh Battery, 5G",13,50576,4.8
1750,Dell Laptop Model 1750,"i7, 16GB RAM, 512GB SSD",27,15020,3.9
1751,HP Smartwatch Model 1751,"GPS, LCD Display",36,111299,4.3
1752,HP Mobile Model 1752,"108MP Camera, 5000mAh Battery, 5G",18,134129,5.0
1753,Samsung Laptop Model 1753,"i7, 16GB RAM, 512GB SSD",17,72090,4.7
1754,Dell Smartwatch Model 1754,"Heart Rate, LCD Display",25,119167,3.5
1755,Dell Smartwatch Model 1755,"SpO2, LCD Display",28,126115,4.6
1756,Sony Smartwatch Model 1756,"Heart Rate, LCD Display",16,44086,3.4
1757,Xiaomi Mobile Model 1757,"50MP Camera, 5000mAh Battery, 5G",10,40778,4.6
1758,Dell Laptop Model 1758,"Ryzen 5, 16GB RAM, 512GB SSD",22,119489,3.8
1759,Dell Mobile Model 1759,"64MP Camera, 4000mAh Battery, 5G",44,35995,3.9
1760,Sony Mobile Model 1760,"108MP Camera, 6000mAh Battery, 5G",5,86677,3.3
1761,OnePlus Smartwatch Model 1761,"Heart Rate, AMOLED Display",23,96953,4.0
1762,Lenovo Laptop Model 1762,"i5, 8GB RAM, 256GB SSD",36,23484,4.3
1763,Lenovo Mobile Model 1763,"64MP Camera, 6000mAh Battery, 5G",28,133035,4.2
1764,Dell Smartwatch Model 1764,"SpO2, LCD Display",41,106003,3.8
1765,Samsung Laptop Model 1765,"Ryzen 7, 16GB RAM, 1TB SSD",34,117316,4.9
1766,Samsung Laptop Model 1766,"Ryzen 7, 32GB RAM, 512GB SSD",43,38442,3.3
1767,Xiaomi Smartwatch Model 1767,"GPS, LCD Display",34,57525,3.1
1768,OnePlus Mobile Model 1768,"50MP Camera, 5000mAh Battery, 5G",30,62309,4.0
1769,Dell Mobile Model 1769,"50MP Camera, 6000mAh Battery, 5G",30,39366,3.9
1770,Apple Mobile Model 1770,"64MP Camera, 6000mAh Battery, 5G",40,36669,4.7
1771,Samsung Smartwatch Model 1771,"SpO2, AMOLED Display",8,95115,4.6
1772,Apple Laptop Model 1772,"i7, 8GB RAM, 1TB SSD",47,149620,4.6
1773,Sony Mobile Model 1773,"64MP Camera, 6000mAh Battery, 5G",14,117238,4.9
1774,Apple Mobile Model 1774,"64MP Camera, 5000mAh Battery, 5G",5,11317,3.0
1775,Dell Mobile Model 1775,"64MP Camera, 4000mAh Battery, 5G",14,147056,3.6
1776,Asus Mobile Model 1776,"108MP Camera, 6000mAh Battery, 5G",35,19643,3.0
1777,Asus Laptop Model 1777,"i5, 32GB RAM, 1TB SSD",11,149190,5.0
1778,Sony Smartwatch Model 1778,"Heart Rate, LCD Display",7,95986,3.6
1779,HP Laptop Model 1779,"i5, 8GB RAM, 1TB SSD",24,93450,3.9
1780,Sony Laptop Model 1780,"i7, 8GB RAM, 1TB SSD",29,132077,3.3
1781,HP Mobile Model 1781,"108MP Camera, 6000mAh Battery, 5G",43,33577,4.1
1782,Lenovo Mobile Model 1782,"64MP Camera, 5000mAh Battery, 5G",35,110906,3.3
1783,HP Mobile Model 1783,"64MP Camera, 5000mAh Battery, 5G",25,139140,4.3
1784,Sony Laptop Model 1784,"Ryzen 5, 32GB RAM, 1TB SSD",26,126271,4.6
1785,Samsung Smartwatch Model 1785,"SpO2, AMOLED Display",28,50749,3.6
1786,OnePlus Laptop Model 1786,"Ryzen 7, 16GB RAM, 256GB SSD",36,61582,4.2
1787,Dell Smartwatch Model 1787,"Heart Rate, AMOLED Display",34,89579,3.2
1788,Dell Mobile Model 1788,"64MP Camera, 4000mAh Battery, 5G",40,112901,4.9
1789,Sony Laptop Model 1789,"Ryzen 7, 16GB RAM, 1TB SSD",43,104314,3.7
1790,Acer Laptop Model 1790,"i5, 8GB RAM, 256GB SSD",37,117615,3.5
1791,Xiaomi Mobile Model 1791,"108MP Camera, 4000mAh Battery, 5G",41,97523,4.0
1792,HP Mobile Model 1792,"108MP Camera, 5000mAh Battery, 5G",27,107071,3.5
1793,Dell Smartwatch Model 1793,"GPS, LCD Display",44,51965,3.2
1794,Samsung Smartwatch Model 1794,"Heart Rate, LCD Display",35,129723,4.2
1795,Asus Laptop Model 1795,"i5, 32GB RAM, 1TB SSD",42,90841,4.5
1796,Lenovo Laptop Model 1796,"i5, 16GB RAM, 1TB SSD",29,21100,4.3
1797,OnePlus Mobile Model 1797,"64MP Camera, 4000mAh Battery, 5G",39,13194,4.3
1798,OnePlus Laptop Model 1798,"Ryzen 7, 8GB RAM, 1TB SSD",18,122728,5.0
1799,Sony Laptop Model 1799,"i5, 16GB RAM, 1TB SSD",9,106952,3.8
1800,Lenovo Laptop Model 1800,"i7, 8GB RAM, 512GB SSD",5,93805,3.2
1801,Lenovo Mobile Model 1801,"64MP Camera, 5000mAh Battery, 5G",20,31937,4.2
1802,Sony Smartwatch Model 1802,"SpO2, AMOLED Display",39,40785,3.1
1803,Acer Laptop Model 1803,"Ryzen 5, 32GB RAM, 1TB SSD",33,55687,5.0
1804,Xiaomi Laptop Model 1804,"i7, 8GB RAM, 512GB SSD",29,133431,3.5
1805,Apple Laptop Model 1805,"i7, 8GB RAM, 1TB SSD",28,25905,4.1
1806,Apple Smartwatch Model 1806,"Heart Rate, LCD Display",17,112332,3.9
1807,HP Mobile Model 1807,"64MP Camera, 5000mAh Battery, 5G",40,43894,3.2
1808,Sony Laptop Model 1808,"i7, 32GB RAM, 512GB SSD",48,86507,4.6
1809,HP Smartwatch Model 1809,"Heart Rate, LCD Display",47,7605,3.9
1810,Xiaomi Laptop Model 1810,"Ryzen 5, 8GB RAM, 1TB SSD",43,104309,3.2
1811,Xiaomi Smartwatch Model 1811,"GPS, LCD Display",18,46224,4.1
1812,Lenovo Mobile Model 1812,"50MP Camera, 4000mAh Battery, 5G",42,71967,3.8
1813,Dell Laptop Model 1813,"i5, 8GB RAM, 1TB SSD",36,148705,3.2
1814,Acer Mobile Model 1814,"64MP Camera, 6000mAh Battery, 5G",7,112969,4.9
1815,HP Mobile Model 1815,"50MP Camera, 4000mAh Battery, 5G",15,9571,4.1
1816,Dell Smartwatch Model 1816,"SpO2, AMOLED Display",18,33117,3.2
1817,Apple Smartwatch Model 1817,"GPS, AMOLED Display",15,141993,3.8
1818,HP Smartwatch Model 1818,"Heart Rate, AMOLED Display",31,95408,4.7
1819,Acer Laptop Model 1819,"Ryzen 5, 16GB RAM, 256GB SSD",9,124539,4.6
1820,Asus Smartwatch Model 1820,"GPS, AMOLED Display",23,86138,3.0
1821,Samsung Mobile Model 1821,"50MP Camera, 5000mAh Battery, 5G",38,146051,3.9
1822,Acer Laptop Model 1822,"Ryzen 5, 8GB RAM, 256GB SSD",15,55362,4.6
1823,Asus Mobile Model 1823,"64MP Camera, 5000mAh Battery, 5G",42,26419,4.9
1824,Asus Smartwatch Model 1824,"GPS, LCD Display",9,66674,4.7
1825,HP Smartwatch Model 1825,"GPS, LCD Display",38,132748,3.2
1826,Dell Laptop Model 1826,"Ryzen 7, 16GB RAM, 1TB SSD",10,138553,4.7
1827,Xiaomi Laptop Model 1827,"Ryzen 5, 8GB RAM, 1TB SSD",28,121233,4.8
1828,Dell Mobile Model 1828,"50MP Camera, 6000mAh Battery, 5G",39,50618,3.9
1829,Lenovo Laptop Model 1829,"i7, 8GB RAM, 512GB SSD",49,29642,3.7
1830,Apple Smartwatch Model 1830,"Heart Rate, LCD Display",5,126487,4.6
1831,OnePlus Smartwatch Model 1831,"SpO2, AMOLED Display",29,122892,3.4
1832,Dell Mobile Model 1832,"108MP Camera, 5000mAh Battery, 5G",22,72909,4.3
1833,Samsung Smartwatch Model 1833,"GPS, LCD Display",41,81730,4.1
1834,Acer Smartwatch Model 1834,"Heart Rate, LCD Display",16,146059,4.4
1835,Lenovo Smartwatch Model 1835,"GPS, LCD Display",26,100084,4.1
1836,Lenovo Laptop Model 1836,"i5, 32GB RAM, 512GB SSD",50,133498,4.3
1837,Acer Laptop Model 1837,"i5, 16GB RAM, 1TB SSD",8,64992,3.8
1838,Acer Laptop Model 1838,"i7, 32GB RAM, 256GB SSD",42,15018,3.4
1839,Acer Mobile Model 1839,"108MP Camera, 4000mAh Battery, 5G",32,22245,4.9
1840,OnePlus Mobile Model 1840,"64MP Camera, 5000mAh Battery, 5G",47,31247,5.0
1841,Xiaomi Smartwatch Model 1841,"GPS, LCD Display",40,76785,3.7
1842,OnePlus Laptop Model 1842,"i5, 8GB RAM, 256GB SSD",35,34635,3.7
1843,Sony Laptop Model 1843,"Ryzen 5, 16GB RAM, 1TB SSD",39,8690,4.1
1844,Samsung Laptop Model 1844,"i7, 32GB RAM, 512GB SSD",28,112649,4.4
1845,Samsung Mobile Model 1845,"50MP Camera, 4000mAh Battery, 5G",50,6163,4.9
1846,Dell Smartwatch Model 1846,"GPS, LCD Display",9,137986,4.6
1847,Dell Mobile Model 1847,"64MP Camera, 4000mAh Battery, 5G",10,62307,3.4
1848,Samsung Laptop Model 1848,"Ryzen 5, 8GB RAM, 256GB SSD",9,98329,3.8
1849,Sony Laptop Model 1849,"i7, 32GB RAM, 1TB SSD",14,49186,3.7
1850,Sony Mobile Model 1850,"64MP Camera, 6000mAh Battery, 5G",47,120036,3.9
1851,HP Smartwatch Model 1851,"SpO2, AMOLED Display",8,134701,4.0
1852,Apple Smartwatch Model 1852,"Heart Rate, LCD Display",38,21554,4.5
1853,Samsung Mobile Model 1853,"64MP Camera, 4000mAh Battery, 5G",29,27812,4.5
1854,Xiaomi Laptop Model 1854,"Ryzen 7, 32GB RAM, 256GB SSD",50,98721,4.0
1855,Dell Mobile Model 1855,"50MP Camera, 5000mAh Battery, 5G",7,71970,3.1
1856,Xiaomi Mobile Model 1856,"50MP Camera, 6000mAh Battery, 5G",30,69375,4.3
1857,Apple Laptop Model 1857,"Ryzen 7, 32GB RAM, 512GB SSD",37,109580,4.6
1858,Dell Smartwatch Model 1858,"GPS, LCD Display",22,5062,3.5
1859,Dell Mobile Model 1859,"50MP Camera, 4000mAh Battery, 5G",19,134004,3.8
1860,Apple Smartwatch Model 1860,"Heart Rate, AMOLED Display",14,54853,4.3
1861,Xiaomi Mobile Model 1861,"50MP Camera, 4000mAh Battery, 5G",23,89207,3.5
1862,Lenovo Smartwatch Model 1862,"Heart Rate, LCD Display",25,32035,4.2
1863,Sony Mobile Model 1863,"64MP Camera, 6000mAh Battery, 5G",25,52977,4.6
1864,Apple Laptop Model 1864,"Ryzen 7, 16GB RAM, 256GB SSD",34,74860,3.2
1865,Acer Mobile Model 1865,"108MP Camera, 6000mAh Battery, 5G",24,145680,3.7
1866,Acer Mobile Model 1866,"50MP Camera, 6000mAh Battery, 5G",37,142317,4.1
1867,Samsung Smartwatch Model 1867,"GPS, LCD Display",31,99670,4.4
1868,Apple Mobile Model 1868,"50MP Camera, 6000mAh Battery, 5G",28,110939,4.4
1869,Dell Laptop Model 1869,"Ryzen 5, 32GB RAM, 1TB SSD",39,145575,4.0
